"horas_estudio","tiempo_lectura","horas_sueno","uso_redes","motivacion","asistencia","nivel_socioeconomico","apoyo_familiar","estres","rendimiento_academico"
9,10,5,5,3,65,3,1,5,77.17
4,3,7,6,9,98,1,4,6,86.46
7,7,6,7,4,95,3,7,5,84.2
9,9,6,3,10,66,4,6,6,91.8
8,7,4,7,4,63,2,9,6,83.39
3,2,9,2,9,78,1,7,3,81.74
1,1,7,4,4,71,4,7,7,77.3
2,2,6,7,10,90,2,4,9,87.59
2,2,8,7,5,64,1,5,3,78.4
10,10,7,7,6,98,1,2,1,83.6
10,10,6,4,9,67,1,3,3,86.84
10,10,8,8,7,69,2,9,2,88.71
7,7,5,7,7,92,5,5,2,88.88
1,1,5,1,7,62,2,5,10,80.18
1,1,4,8,3,64,5,7,1,79.77
7,7,8,7,7,69,3,8,8,89.68
1,1,5,4,5,71,2,8,8,78.42
5,4,8,3,4,88,3,7,10,83.97
2,2,9,2,10,67,3,4,3,80.7
4,4,7,5,7,92,4,10,9,88.91
7,7,8,4,6,68,1,6,7,83.81
7,7,4,5,6,91,5,4,5,85.5
6,5,5,5,9,98,4,10,5,91.41
5,5,6,5,9,82,2,9,10,92.85
9,9,4,5,10,91,2,4,8,93.5
5,4,5,2,2,75,1,4,2,75.54
5,5,4,3,10,64,1,10,4,88.08
7,8,8,6,7,83,5,5,6,88.36
3,4,6,8,4,88,4,4,3,82.56
8,8,7,6,4,82,4,7,2,82.36
5,6,6,4,5,62,5,4,3,81.42
5,4,8,2,1,71,2,6,10,79.42
9,8,8,5,9,86,2,5,2,89.24
4,3,7,7,7,99,3,5,3,85.85
2,1,8,4,6,68,3,8,1,79.47
4,3,4,3,9,87,1,4,1,83.69
6,6,4,8,4,82,5,6,6,86.17
2,2,9,1,2,61,3,4,7,74.39
3,4,4,8,9,76,1,5,6,86.88
8,8,8,4,1,95,2,1,3,72.6
9,10,4,3,7,83,5,1,6,85.76
9,10,7,4,7,61,4,2,2,84.9
5,5,6,7,6,71,1,6,2,84.22
6,5,6,4,4,77,2,1,8,79.6
9,9,8,5,7,100,2,5,7,87
1,2,8,5,1,100,5,3,7,76.49
3,2,9,8,6,100,2,5,6,83.71
2,4,6,1,1,75,4,6,5,74.93
5,6,5,3,4,74,4,4,10,84.2
8,7,4,2,9,82,5,6,1,89.16
2,1,7,4,1,86,5,4,9,78.12
1,2,6,6,3,78,4,7,5,77.39
4,5,7,4,3,97,3,9,5,79.91
8,8,7,7,5,86,5,3,8,86.81
4,3,9,4,7,81,3,2,2,81.13
9,9,8,6,1,71,1,3,8,75.35
7,7,7,7,3,90,2,6,10,85.06
7,8,8,5,6,94,3,3,9,87.02
3,3,6,3,3,74,4,3,5,76.72
4,5,8,2,10,95,2,2,3,84.74
9,9,9,2,10,74,3,3,4,88.99
9,9,8,3,10,68,4,9,2,91.89
1,1,8,4,10,96,4,5,10,84.71
8,10,7,1,4,81,1,6,4,79.21
7,8,6,5,3,89,2,9,2,80.82
5,4,7,4,9,75,3,10,7,89.44
9,8,6,3,6,62,5,10,8,86.62
4,2,8,2,4,94,5,1,1,79.05
2,2,4,3,4,90,3,5,9,80.04
7,6,6,4,9,60,1,6,5,87.27
4,4,7,6,6,92,2,4,8,84.07
3,2,7,5,1,69,5,6,1,76.54
10,9,8,6,10,67,4,7,3,93.09
5,3,8,2,6,77,4,2,3,80.42
5,6,5,3,6,91,5,10,8,87.55
8,7,5,4,9,83,5,5,8,92.07
8,9,7,5,6,87,4,6,1,85.78
8,8,8,5,7,64,5,8,2,87.1
10,10,6,3,7,83,1,2,9,84.93
5,6,8,8,5,62,3,7,6,85.17
5,5,6,8,7,86,3,1,6,86.82
2,2,8,2,2,89,1,8,5,75.09
2,2,7,8,5,69,1,5,5,80.06
4,4,6,2,3,60,2,4,9,79.8
10,10,6,6,5,82,4,5,6,83.73
2,3,6,6,9,97,3,8,1,84.82
2,2,4,2,10,79,3,3,4,81.74
1,1,8,6,9,65,3,5,2,80.19
9,10,6,5,3,64,3,6,9,81.49
2,3,6,3,1,81,4,4,10,77.86
5,5,9,5,7,84,4,8,3,85.92
5,5,7,2,6,88,5,2,5,82.72
8,8,6,2,3,99,5,5,3,79.11
10,10,9,6,8,76,1,10,1,88.16
8,7,4,3,5,69,3,5,8,83.08
8,7,4,8,4,83,3,6,5,83.81
7,7,8,5,4,93,2,2,8,81.64
8,6,6,6,1,80,1,2,7,74.95
4,4,7,5,5,61,2,7,8,82.65
1,2,7,2,1,99,1,4,10,75.63
4,4,6,8,3,97,3,7,3,82.87
2,2,6,2,9,67,2,7,9,83.59
6,7,7,5,3,100,2,4,10,83.43
3,5,9,7,5,68,2,3,2,79.81
4,5,7,3,4,87,2,10,8,82.55
9,8,6,1,6,83,4,10,7,85.85
2,3,6,6,8,79,5,7,4,84.22
5,4,6,4,10,79,3,4,10,92.13
10,10,9,1,10,85,3,2,2,89.03
5,6,8,8,8,77,1,6,3,88.31
10,10,8,2,9,73,4,2,10,91.13
8,9,6,4,2,95,2,2,5,75.83
1,4,7,8,8,77,3,10,10,87.85
4,3,5,3,8,98,5,8,5,86.88
8,7,9,4,6,64,2,8,5,83
10,10,4,5,4,68,3,5,1,79.64
4,4,7,1,1,62,5,7,4,76.07
1,2,7,4,2,63,4,8,1,75.31
5,4,7,6,8,81,4,4,4,86.82
1,1,6,6,2,69,4,9,3,76.62
9,8,4,6,7,75,3,3,6,86.33
10,9,5,6,2,92,1,8,3,76.45
5,5,5,1,3,88,4,1,7,78.64
4,4,9,8,5,71,4,8,3,84.73
7,6,7,2,4,63,4,4,5,79.95
6,7,5,4,6,85,3,10,1,85.26
10,9,6,7,10,91,1,1,4,90.97
3,2,5,8,3,70,1,10,4,80.38
8,10,5,6,1,92,5,7,2,78.66
10,10,7,5,9,67,1,7,9,91.63
6,7,8,1,2,92,2,10,8,79.75
1,1,5,4,1,89,5,3,5,74.13
5,6,8,5,7,85,1,7,4,84.45
5,6,8,7,10,82,3,6,1,91.25
1,1,7,1,1,73,5,4,10,77.28
5,4,8,4,4,82,4,7,3,81.14
3,3,4,8,7,98,5,8,10,92.17
9,9,6,7,1,96,3,9,2,77.87
4,2,8,1,8,86,2,5,6,83.44
6,7,6,7,5,78,1,3,3,83.11
10,10,4,5,9,85,4,7,4,90.92
2,2,8,4,10,72,5,4,2,83.62
2,1,7,2,10,80,1,2,2,79.97
4,3,8,6,5,74,5,10,8,86.02
7,7,9,4,5,88,2,4,8,82.71
1,1,6,3,7,62,3,10,8,80.72
2,2,8,3,1,84,4,2,2,73.25
4,3,9,4,10,69,1,7,6,85.94
6,5,6,6,10,70,3,10,8,94.05
2,1,9,3,3,88,3,10,8,79.22
4,5,5,1,3,77,2,4,5,77.39
6,7,9,2,7,64,5,5,7,85.1
7,7,9,7,3,92,1,2,4,78.58
2,2,7,2,4,81,4,3,3,76.09
9,8,9,2,3,63,4,6,2,77.25
2,2,7,8,3,67,1,3,3,76.89
7,5,8,7,2,82,5,3,4,78.99
7,6,5,7,8,85,5,7,8,92.84
2,3,8,4,4,63,1,8,2,76.4
7,8,9,7,8,61,2,7,1,88.65
10,9,4,5,5,72,1,4,9,82.07
10,10,6,8,2,65,4,6,3,78.85
8,7,4,7,6,97,4,4,10,90.26
5,4,5,3,9,84,3,7,10,90.78
4,4,9,4,6,87,1,2,2,79.47
2,2,5,4,3,67,2,4,4,74.63
6,5,6,1,7,65,4,3,7,85.51
1,4,4,6,8,64,2,8,1,80.53
7,6,6,4,2,72,5,6,9,81.21
5,6,7,7,9,91,5,8,4,91.06
2,3,8,4,9,71,5,8,9,86.62
4,3,7,6,9,66,3,8,1,88.16
2,1,7,3,7,68,3,9,4,80.26
8,8,4,5,9,65,2,2,9,90.38
3,5,6,8,4,91,5,1,6,82.73
4,4,7,3,9,78,2,6,3,84.8
1,1,8,8,6,79,2,10,4,81.77
9,9,4,2,4,61,5,3,1,78.95
1,1,7,2,6,70,3,5,10,79.29
9,10,6,2,3,72,3,5,6,77.48
7,9,8,8,5,90,4,9,4,87.99
10,10,7,4,8,92,3,6,5,88.26
2,3,7,8,10,67,5,1,2,85.35
6,8,6,2,7,84,5,4,3,85.3
2,1,4,2,4,96,5,9,2,79.74
10,9,7,7,4,96,3,5,3,81.96
1,1,9,1,10,79,3,6,4,79.38
10,10,7,2,1,73,5,9,10,78.23
5,5,7,6,5,87,1,7,7,83.31
7,8,6,1,3,82,1,5,10,81.77
5,5,5,2,9,93,3,3,8,87.46
10,10,6,3,10,87,1,2,8,91.21
6,6,5,7,10,66,4,7,6,93.44
9,9,6,2,9,83,2,1,2,87.1
3,3,5,7,6,74,5,4,9,87.07
7,5,7,6,4,72,1,1,5,78.8
7,7,4,3,6,84,4,6,3,83.68
3,4,4,7,4,87,3,8,8,84.42
5,7,4,8,7,90,3,6,8,90.46
10,9,4,3,3,68,4,10,6,78.3
1,1,9,2,2,64,1,7,2,71.88
3,2,4,3,2,88,4,5,3,76.33
5,4,5,2,10,85,2,9,9,91.51
6,9,6,5,1,91,2,6,2,77.18
10,10,5,8,4,75,5,2,5,82.54
9,10,7,1,2,92,3,1,8,76.41
8,8,8,3,10,71,4,2,3,89.09
6,7,6,5,1,80,5,3,2,76.59
10,10,7,2,9,67,4,8,1,89.87
3,1,6,3,10,62,3,4,10,87.41
8,7,8,3,1,85,4,9,8,77.61
1,1,7,6,6,68,1,6,6,78.62
2,2,7,2,8,62,3,6,10,84.26
1,1,6,1,9,87,5,2,4,79.31
6,5,9,5,8,64,2,2,5,84.02
2,3,6,2,7,95,2,2,10,82.88
6,5,5,8,3,88,2,2,2,80.7
1,1,9,7,2,63,3,10,10,80.78
3,4,8,7,1,98,5,6,4,79.75
6,5,9,5,10,81,4,8,10,94.45
8,9,9,2,7,81,4,1,4,83.52
8,9,9,7,10,100,2,1,10,95.84
7,6,6,7,1,92,2,4,7,78.19
2,2,7,5,5,62,1,1,4,75.26
10,10,9,3,2,88,1,3,9,75.95
6,5,9,5,6,90,2,8,6,84.26
8,8,5,6,10,67,5,7,5,94.31
1,1,5,6,9,81,2,9,2,81.87
3,3,7,6,9,90,5,10,1,88.43
10,9,9,5,5,99,1,2,4,79.66
7,5,7,4,9,94,5,4,5,89.71
2,4,7,8,1,67,4,1,4,76.12
9,9,8,2,1,90,5,1,2,73
9,9,5,7,6,94,5,5,6,88.84
9,10,4,3,1,94,1,8,9,77.23
4,5,6,3,5,71,3,7,8,82.88
6,6,9,5,9,93,5,5,10,93.68
7,7,7,8,2,75,3,9,2,82.11
5,4,6,2,2,78,2,7,2,76.84
2,4,4,6,9,82,2,9,5,84.92
10,10,7,4,6,92,4,6,10,88.2
2,3,4,7,4,86,4,10,8,84.69
5,5,8,3,8,95,4,9,8,89.06
6,7,9,3,4,88,5,5,10,84.73
4,2,8,2,10,68,1,9,5,85.88
4,3,9,4,5,67,3,7,4,80.32
7,6,7,7,7,64,4,4,10,91.37
2,1,6,4,1,81,5,1,2,73.5
10,10,7,4,5,71,3,8,8,83.62
5,6,5,2,3,95,3,9,4,79.37
1,1,6,8,1,68,2,10,9,80.07
3,2,9,1,10,100,3,5,4,84.32
5,5,7,7,4,60,3,7,9,84.89
8,10,5,3,4,92,2,3,6,80.19
5,4,8,4,7,72,3,7,3,83.69
1,3,6,2,10,84,3,8,5,81.71
4,5,7,3,9,77,1,6,8,85.95
2,3,5,8,8,67,2,5,1,83.78
5,5,7,8,1,65,3,9,6,80.81
5,3,4,1,10,68,1,2,10,89.42
8,9,8,4,2,95,2,10,7,79.21
6,6,6,2,7,80,2,5,7,85.05
1,3,9,8,4,88,1,3,3,76.96
1,2,9,5,7,62,3,1,4,75.89
2,1,8,7,7,96,2,5,9,84.79
7,7,5,2,10,77,3,6,1,90.58
2,2,6,2,10,82,5,4,1,83.27
5,4,9,4,10,99,4,5,3,89.2
9,8,6,8,2,84,4,1,1,78.81
9,9,6,8,6,62,1,1,2,83.72
2,3,7,4,2,88,3,4,3,74.57
4,4,7,6,2,94,1,3,9,79.31
8,8,9,3,8,75,5,9,9,91.5
6,7,8,3,9,61,4,5,5,87.29
6,4,6,2,8,83,2,4,8,86.97
2,3,5,1,2,73,4,1,3,73.28
4,4,7,1,1,98,3,4,1,75.86
5,5,4,4,9,88,2,3,6,87.05
6,6,4,8,8,61,3,3,10,92.8
2,4,9,1,2,60,2,7,8,76.22
7,7,8,4,6,71,3,7,9,86.41
8,8,5,3,3,96,1,1,4,75.96
8,10,5,3,5,93,2,9,7,84.66
9,8,5,2,10,71,2,5,10,93.49
8,7,9,4,7,65,1,10,5,85.34
10,8,7,2,2,69,5,3,4,73.83
8,6,4,2,4,65,2,4,7,79.22
10,10,5,4,5,100,5,3,6,82.74
1,2,5,6,9,92,1,3,2,79.58
9,10,9,3,5,71,2,9,6,82.47
1,2,8,4,8,66,5,8,2,80.13
4,4,9,3,4,90,2,6,3,77.76
5,4,9,2,1,72,1,9,4,74.56
10,9,8,7,7,64,3,8,5,87.54
6,5,4,8,10,99,4,8,5,94.56
7,7,5,1,8,73,5,7,4,87.41
5,5,9,5,4,65,1,8,10,84.29
7,7,4,6,6,97,2,2,4,83.35
1,2,8,8,3,87,3,3,10,81.23
1,1,9,5,2,75,2,4,3,72.63
9,10,7,1,6,81,5,4,10,87.58
2,3,5,4,4,90,2,2,6,77.2
1,2,5,5,4,85,3,6,5,77.64
8,9,9,4,10,75,4,3,8,92.31
8,7,4,1,2,66,2,6,7,77.04
1,1,7,1,10,61,1,2,10,81.65
8,7,8,8,4,64,5,2,2,82.44
10,10,5,1,1,95,2,2,8,73.35
1,2,5,1,2,87,5,2,6,74.58
2,3,6,6,10,90,4,6,6,86.5
3,5,4,7,2,68,1,8,10,82.62
5,5,4,8,2,64,3,8,4,81.07
9,9,8,8,10,88,5,9,4,96.91
2,2,5,8,5,83,3,8,8,84.6
6,5,9,2,2,68,1,7,3,74.84
3,4,4,5,7,61,1,8,9,84.44
3,3,7,7,8,96,2,3,3,83.94
7,9,6,8,6,79,4,3,2,87.33
2,4,9,8,3,88,5,3,2,79.99
9,9,4,2,3,90,1,2,3,75.39
3,3,8,3,6,61,3,1,8,80.31
10,9,6,4,5,67,3,4,7,81.1
4,3,5,7,3,81,2,10,8,84.12
8,9,9,7,10,85,1,2,8,93.05
4,5,6,7,3,70,1,1,2,77.53
6,7,4,1,6,96,1,8,5,84.03
8,8,9,6,1,62,2,6,9,77.94
3,3,6,3,9,65,1,2,2,80.5
6,6,9,3,1,65,5,6,4,75.42
2,3,6,7,6,91,4,9,4,84.16
4,5,9,1,3,64,5,2,2,76.85
4,4,7,2,8,64,3,5,5,83.82
8,8,4,7,3,81,5,1,9,83.15
9,8,4,8,5,77,4,5,8,86.85
3,4,9,2,9,84,3,5,1,83.41
6,7,8,4,5,88,4,4,3,81.99
8,6,9,5,6,79,5,2,6,84.54
10,10,5,1,8,60,2,10,10,90.67
7,10,7,4,1,100,3,4,7,77.6
3,4,6,3,5,91,1,2,5,77.89
5,3,8,7,6,74,3,9,7,86.42
5,4,5,7,8,76,1,8,6,88.48
4,4,5,3,10,73,3,4,9,88.55
2,2,6,3,10,75,2,7,5,82.64
1,1,7,8,4,92,2,9,2,79.66
8,8,4,3,5,89,3,10,3,83.15
8,9,8,8,3,63,5,3,3,81.38
9,9,6,4,2,76,4,2,4,74.91
1,1,5,5,2,95,5,6,6,77.82
4,6,8,8,1,90,4,3,6,79.5
8,7,9,7,10,90,1,5,4,91.91
2,3,7,2,9,93,5,6,10,87.19
6,5,9,2,1,93,2,8,2,74.96
4,4,5,5,2,100,1,2,6,76.7
3,3,4,1,4,96,1,6,3,78.32
6,5,8,1,2,75,3,3,9,79.08
9,8,7,4,10,73,1,8,2,90.82
3,2,6,4,2,91,3,10,6,78.67
3,1,8,7,10,62,4,5,7,88.36
7,5,6,7,3,82,2,4,9,83.02
2,3,5,2,10,97,1,9,6,83.91
6,6,5,5,1,79,3,1,2,75.43
4,4,4,7,1,86,3,9,10,83.5
5,4,7,6,5,76,3,2,10,86.1
6,6,9,4,8,80,5,6,9,89.9
1,1,7,6,4,86,4,7,7,78.93
3,2,5,6,7,97,2,1,6,82.05
6,5,9,2,8,84,3,9,6,87
7,8,7,6,5,97,5,5,10,88.82
7,8,9,7,3,94,1,1,6,78.88
9,8,4,6,1,67,2,9,7,76.41
10,9,4,5,3,91,3,7,2,78.39
1,1,8,8,10,66,1,1,9,83.39
4,4,8,4,4,73,4,5,2,79.14
10,9,5,5,2,71,5,10,4,77.06
7,7,6,1,7,91,4,3,5,85.3
1,1,5,7,2,74,1,1,2,73.21
8,6,4,2,3,77,3,3,6,76.82
5,4,6,3,1,68,4,5,1,75.52
4,4,8,2,6,93,1,7,7,82.51
5,4,9,5,4,78,5,7,1,81.62
4,5,5,4,8,88,3,1,6,84.11
2,2,9,3,2,100,4,3,7,76.6
3,3,8,1,1,99,5,3,8,77.04
5,5,8,6,10,64,5,8,6,91.08
4,4,9,3,4,64,3,3,3,76.69
7,7,6,5,9,99,5,2,10,93.8
6,6,7,4,10,79,2,1,4,87.56
9,10,6,8,6,95,3,3,5,87.28
2,1,5,7,8,82,1,9,1,84.53
6,6,8,1,4,83,1,6,5,79.41
10,10,6,3,3,88,2,7,7,78.63
1,1,4,7,5,71,5,5,8,81.24
7,6,8,3,2,65,4,5,6,77.2
4,4,8,6,4,61,4,6,4,80.89
8,9,5,2,8,64,4,6,6,88.02
10,10,5,4,3,70,2,3,7,76.1
7,8,7,6,4,86,4,6,1,82.76
4,4,7,6,1,88,1,6,6,77.17
8,8,5,8,7,88,1,7,2,89.02
6,6,9,8,10,98,1,10,4,93.41
1,1,6,3,5,77,5,10,1,79.09
5,5,4,4,4,79,5,2,9,83.23
9,9,6,1,7,85,5,10,4,87.77
7,8,8,6,6,78,2,3,7,84.77
6,6,6,4,2,95,2,8,10,82.69
5,5,5,6,6,80,4,10,6,87.12
3,2,5,5,4,79,5,4,10,83.33
4,4,6,6,1,80,3,6,6,78.49
4,4,7,8,7,81,1,10,4,87.09
8,7,4,4,1,70,5,5,3,74.9
8,8,7,7,1,71,2,3,3,75.85
8,7,8,7,7,98,2,7,10,92.23
5,5,7,4,1,100,2,7,7,77.95
9,9,9,5,4,66,1,6,6,79.15
9,9,8,2,7,87,1,6,1,84.68
1,1,5,8,1,64,2,6,9,77.99
10,10,5,7,8,84,5,1,3,89.17
8,8,8,1,10,69,1,9,1,89.74
8,8,5,3,1,60,5,1,2,72.61
9,10,4,6,10,86,5,3,9,96.41
7,5,5,7,7,64,1,5,2,85.95
6,6,4,3,8,94,5,1,5,85.92
5,4,9,3,7,77,3,9,3,84.51
1,1,7,4,5,63,2,7,7,77
1,1,4,7,2,72,2,3,6,75.64
8,8,8,7,6,84,2,7,4,85.69
2,3,9,2,4,81,2,6,7,77.27
6,6,7,3,4,76,2,10,1,81.25
6,6,9,8,9,62,4,3,9,92.98
8,9,8,3,3,78,5,8,4,80.27
6,8,7,8,1,88,5,3,9,82.69
5,4,4,6,4,66,5,1,5,80.17
9,8,7,5,1,66,4,6,2,74.98
5,5,9,5,4,88,1,9,5,81.21
5,5,5,5,6,64,5,9,6,85.88
3,3,6,4,4,61,2,8,1,78.02
7,9,6,1,6,74,5,9,9,88.68
1,1,5,7,3,76,1,9,1,77.27
9,8,9,7,1,68,3,5,3,74.55
8,7,9,1,4,94,3,8,9,83.63
4,5,4,5,8,88,4,10,3,87.18
3,2,7,4,5,69,4,3,3,78.63
10,10,6,6,4,89,5,2,5,81.21
4,4,9,5,4,62,5,6,5,79.85
7,6,4,6,6,79,5,4,5,85.18
4,2,8,5,6,78,5,3,2,82.08
8,8,4,5,8,85,3,1,5,86.82
1,1,5,8,2,98,2,10,4,78.91
2,4,8,4,6,73,3,8,4,80.42
7,7,5,2,5,84,4,5,4,82.36
10,10,4,3,9,63,1,9,6,88.47
7,8,5,5,1,71,1,3,8,76.37
9,8,8,8,7,98,1,7,8,90.82
1,1,8,2,6,63,3,7,4,76.49
6,5,5,4,1,96,4,8,10,81.92
9,9,4,3,4,80,2,3,5,78.39
6,7,8,8,6,85,5,1,7,87.24
5,7,9,7,5,73,2,2,2,82.13
10,9,9,7,5,95,5,8,1,85.4
10,10,5,6,10,86,2,5,3,92.14
10,10,6,8,8,80,2,9,3,91.36
4,5,5,5,6,70,1,10,4,83.25
3,4,6,5,8,66,3,10,10,89.33
9,10,7,5,10,90,1,1,10,93.84
3,2,5,2,6,95,5,9,4,83.44
10,9,4,7,1,85,1,7,2,74.37
7,7,8,2,7,85,2,5,1,84.45
9,9,8,7,10,96,4,2,7,95.38
6,6,9,2,2,77,1,6,3,75.45
3,4,7,1,2,83,2,2,3,74.7
8,8,4,3,6,79,1,9,5,83.73
4,3,9,3,6,79,5,3,10,85.52
9,10,4,7,8,65,5,3,10,94.17
8,9,6,5,5,74,2,5,8,84.27
7,6,9,1,9,74,4,7,9,91.93
4,3,4,4,7,91,4,8,9,88.44
5,4,8,4,9,82,4,2,1,86.23
4,4,8,6,2,94,4,10,4,80.98
8,7,5,6,9,61,5,4,5,90.89
1,1,8,4,6,68,3,9,1,78.56
10,10,4,7,2,89,5,3,7,79.42
10,10,9,8,6,85,2,1,8,86.73
2,3,5,5,3,66,5,6,1,77.9
4,4,6,3,1,86,1,3,5,74.17
5,5,8,7,6,64,1,9,9,87.96
6,4,4,1,8,79,2,3,9,87.5
1,1,4,8,2,88,3,5,2,77.86
7,8,6,4,8,94,4,1,4,86.44
7,7,4,5,2,77,2,9,1,78.28
2,3,6,6,6,78,4,3,7,81.6
7,8,7,2,2,83,4,6,3,77.31
10,10,9,7,1,66,4,4,10,78.67
4,4,7,7,9,65,4,5,9,90.78
6,7,8,3,7,72,3,1,6,83.63
3,3,4,2,4,76,2,10,5,78.77
9,10,5,8,4,92,3,5,7,84.94
7,7,6,1,3,85,5,5,4,79.09
3,4,8,2,5,80,1,8,2,78.81
1,2,4,1,8,66,1,7,9,80.35
7,6,4,3,8,95,4,7,9,90.9
5,6,9,7,10,68,4,6,5,91.2
10,9,9,6,10,93,3,10,2,94.05
1,2,7,3,9,84,2,10,2,80.68
10,10,8,6,4,93,5,7,7,83.85
1,1,5,5,10,70,3,7,2,81.43
10,9,4,3,6,74,5,2,3,82.52
1,2,6,5,1,74,1,8,8,75.28
6,5,5,4,5,64,4,2,10,84.41
8,7,4,7,1,69,1,4,7,77.18
9,9,9,6,6,86,2,3,7,85.04
9,9,9,2,9,77,4,8,5,90.2
10,10,5,4,3,75,2,4,2,75.87
5,6,9,5,9,87,1,9,4,87.84
9,9,6,6,10,92,3,6,8,95.12
7,6,6,7,10,90,1,7,9,95.64
6,7,9,5,3,93,2,1,9,81.01
6,6,4,3,9,64,1,5,3,85.68
8,8,9,7,6,88,4,2,9,88.11
6,7,8,8,6,72,4,3,2,86.18
8,9,8,1,8,92,5,10,10,93.5
9,8,6,6,6,89,5,1,8,86.72
10,9,7,4,9,60,4,8,1,89.74
1,1,6,2,3,68,1,5,7,73.81
8,7,6,7,9,85,4,1,9,94.01
7,7,7,7,3,65,2,7,3,81.15
9,9,6,6,2,61,4,8,3,77.88
1,1,7,8,5,66,5,1,3,78.74
5,5,7,5,10,63,1,2,9,88.73
9,10,7,3,7,94,4,9,9,90.4
6,5,9,3,10,81,4,2,2,87.46
5,5,8,3,9,62,4,3,1,85.21
3,3,9,3,7,88,1,4,3,79.43
8,6,8,5,5,65,3,1,10,83.98
3,3,7,1,1,73,2,7,9,77.46
3,4,9,6,5,96,1,7,6,81.56
9,10,9,2,2,79,5,4,4,75.24
10,10,5,8,1,94,4,4,3,76.59
9,9,8,3,6,75,1,4,4,81.35
1,1,8,6,6,83,3,7,3,78.95
8,8,6,8,1,61,2,6,5,77.06
10,10,7,6,8,92,2,7,8,90.43
9,9,7,5,5,75,4,8,3,83.66
6,6,6,2,1,68,2,4,8,76.23
10,10,4,2,5,97,1,9,8,83.08
8,9,7,1,10,64,3,4,7,91.05
5,5,7,3,2,86,5,10,2,79.46
6,6,5,4,1,70,4,4,1,76.04
3,4,4,8,7,95,5,5,9,89.4
9,8,6,5,5,92,2,9,4,83.18
10,10,5,6,7,99,5,8,1,89.14
1,1,4,6,9,76,5,2,2,80.52
3,2,7,5,10,84,2,6,6,86.05
8,7,6,3,1,92,1,4,10,77.44
2,3,9,7,6,88,4,6,8,83.85
4,5,7,2,6,68,3,1,5,79.82
2,2,6,1,2,91,4,7,8,78.16
3,5,5,1,6,87,5,6,1,82.23
2,2,5,2,5,96,1,1,5,75.1
8,7,9,3,2,75,3,3,1,74.89
5,7,5,2,9,98,1,9,6,88.4
10,10,5,1,1,93,4,2,7,73.33
4,4,6,7,3,75,1,1,1,78.21
2,2,7,2,8,63,1,7,7,79.84
9,8,9,3,6,66,5,2,5,82.15
9,10,8,6,2,89,2,1,10,79.94
9,9,9,7,6,62,3,4,3,83.63
6,6,6,7,1,78,3,5,5,78.75
7,6,5,1,9,89,4,2,6,88.65
3,4,5,6,7,97,2,3,9,85.19
6,6,6,6,1,88,3,3,4,76.62
9,8,5,6,9,86,2,8,8,93.28
3,3,6,7,5,91,2,9,10,87.32
9,8,4,6,5,85,1,4,5,81.7
7,8,4,3,3,77,3,9,10,84.1
10,10,7,1,1,86,5,8,10,78.05
7,7,5,3,8,73,2,10,9,90.22
4,6,8,1,2,61,3,4,5,75.95
7,7,5,7,1,90,5,9,9,83.47
7,8,7,8,1,88,2,3,6,78.46
2,1,5,1,5,81,4,3,5,77.15
2,2,5,4,5,93,3,7,5,79.39
9,8,8,8,9,91,3,10,7,95.61
5,5,7,7,3,90,5,7,4,82.78
8,7,7,2,5,87,3,5,9,84.1
1,3,8,8,5,81,1,7,10,83.74
2,1,8,7,6,69,5,9,3,83.39
9,10,8,5,8,70,2,4,9,89.52
8,8,7,5,10,88,3,2,1,90.73
5,4,9,7,5,96,4,5,3,83.98
8,9,6,8,7,100,1,9,9,93.3
2,2,4,3,6,63,1,1,1,76.42
4,4,5,1,3,92,1,6,6,77.48
2,1,7,2,3,93,5,2,6,76.27
1,1,4,4,2,77,5,8,3,76.02
7,8,5,5,1,69,2,4,1,75.44
4,4,8,5,6,71,1,7,3,81.14
3,3,5,1,9,97,1,10,6,84.81
6,5,4,4,6,77,5,8,2,85.28
5,5,6,6,3,70,5,5,3,80.72
8,7,4,2,8,85,5,4,1,87.51
1,1,5,6,1,91,3,5,9,78.63
3,2,8,2,2,99,1,7,9,79.26
7,4,9,3,6,66,1,8,6,82.72
4,3,9,7,10,67,3,8,10,93.05
1,1,5,2,3,99,4,8,8,78.27
9,9,7,1,1,85,3,9,2,75.04
2,2,4,8,4,78,3,7,8,82.73
4,3,5,7,7,94,1,10,8,88.27
5,8,4,2,10,62,4,2,9,89.16
4,3,6,7,6,64,4,6,8,86.25
3,4,9,3,6,87,5,7,1,82.07
8,8,4,8,6,99,3,4,6,87.86
7,7,7,8,2,96,5,10,10,87.44
1,2,9,1,10,87,4,2,7,80.25
6,7,9,7,6,65,1,1,9,85.35
6,5,5,6,5,79,2,5,2,82.92
8,9,5,7,9,72,3,7,2,91.7
1,1,5,6,6,76,5,7,7,80.43
5,6,4,4,2,65,4,8,5,78.06
6,5,5,1,6,66,4,7,1,83.53
9,7,4,7,8,95,1,2,7,89.38
10,9,7,5,7,80,2,2,1,83.62
5,6,7,6,7,96,4,9,3,87.73
10,8,7,2,5,94,5,7,7,83.7
6,6,4,7,9,96,3,9,9,95.55
8,9,8,8,4,99,4,1,3,82.51
5,5,9,1,7,85,3,5,5,83.32
9,10,4,2,9,77,4,9,10,95.04
10,10,9,8,2,80,5,2,8,80.07
6,6,9,5,1,86,5,9,2,78.41
1,1,5,6,3,89,2,5,8,78.14
4,4,7,1,5,100,1,3,9,82.41
