"","tiempo_respuesta","satisfaccion_cliente","numero_quejas","capacitacion_empleado","experiencia_empleado","disponibilidad_servicio","tiempo_respuesta_2","satisfaccion_2","indice_servicio","eficiencia_operativa","clima","dia_semana","calidad_servicio"
"1804",8.53,8.86,6.37,5.28,9.28,9.34,8.7,8.35,11.11,0.96,16.48,3,115.14
"1805",12.71,5.82,4.09,8.9,7.6,8.8,11.62,5.75,7.02,-1.62,31.48,7,95.02
"1806",10.31,6.85,0.33,7.16,8.51,9.94,9.82,6.08,8.47,0.36,23.38,1,116.99
"1807",8.34,7.31,4.95,6.14,9.53,9.55,9.02,6.39,7.98,1.57,24.7,2,114.4
"1808",8.98,7.59,2.1,6,10.72,9.56,9.13,7.03,8.45,2.13,25.3,6,118.65
"1809",7.83,8.6,6.4,6.88,5.72,9.64,7.44,7.41,8.91,-1.21,30.25,3,108.09
"1810",9.04,6.77,5.03,7.29,10.2,9.95,8.95,6.42,9.16,1.01,15.45,4,118.32
"1811",12.18,7.3,6.12,6.75,6.41,9.88,11.45,6.46,7.54,-2.28,21.54,4,95.56
"1812",8.09,7.87,9.46,7.31,9.93,9.77,8.37,6.64,8.63,1.87,25.18,4,105.83
"1813",11.23,6.1,7.86,6.04,5.63,9.33,11.49,5.48,7.93,-2.1,26.74,3,90.57
"1814",9.49,5.72,10.03,8.54,4.61,7.86,10.09,5.09,7.14,-1.32,31.6,3,85.17
"1815",6.71,5.65,4.52,6.1,6.57,10.46,6.63,5.1,7.17,1.03,25.1,4,117.58
"1816",8.43,7.6,6.36,5.75,10,8.54,8.37,6.56,8.09,1.46,17.76,7,115.14
"1817",6.68,6.48,5.26,7.17,4.28,8.38,6.5,5.43,7.73,-1.13,22.12,4,104.15
"1818",13.78,6.58,5.78,5.03,7.75,7.55,13.72,6.44,6.63,-2.65,26.69,4,88.54
"1819",10.5,6.28,2.97,9.68,9.26,10.07,11.06,6,7.74,0.69,18.81,6,118.05
"1820",10.29,7.6,6.26,5.34,7.83,8.87,10.14,6.45,8.5,-0.34,22.87,4,89.3
"1821",10.03,6.81,5.51,5.52,9.18,7.96,9.82,6.22,7.22,-0.13,26.7,7,99.35
"1822",10.49,6.28,3.49,5.45,8.54,9.75,10.41,6.03,7.85,0.44,20.86,6,108.18
"1823",9.42,8.3,3.79,3.54,7.94,9.41,8.91,7.25,9.14,0.8,30.64,5,106.9
"1824",9.21,7.16,4.26,5.84,7.13,8.63,9.02,6.23,8.15,-0.44,23.63,3,104.23
"1825",8.23,6.9,6.55,7.85,8.51,6.98,8.14,6.04,7.03,0.56,31.68,4,110.13
"1826",9.64,6.37,5.77,7,6.97,9.31,10.43,5.67,8.2,-0.67,32.94,6,108.27
"1827",9.79,9.68,7.19,7.18,10.61,11.46,9.79,8.69,11.25,2.24,25.64,7,128.92
"1828",8.08,6.92,4.68,6.93,8.18,9.2,7.52,6.34,8.5,0.1,27.36,5,114.95
"1829",10.29,7.72,4.52,6.92,8.66,6.56,10.5,6.75,6.43,0.92,21.27,6,98.55
"1830",7.34,6.96,0.66,4.46,9.11,8.35,6.86,6.64,6.8,1.57,25.32,7,116.93
"1831",10.49,6.11,4.94,3.88,7.97,8.65,10.15,5.97,7.61,-0.59,22.46,5,93.63
"1832",9.87,6.14,8.78,4.4,12.99,8.28,9.86,5.12,7.97,2.35,29.53,3,108.33
"1833",11.82,8.29,6.72,6.01,10.05,8.42,11.15,7.67,8.92,0.58,30.28,1,101.18
"1834",10.01,6.59,4.72,5.59,7.72,9.57,9.15,5.94,8.29,0.3,21.49,1,99.04
"1835",11.06,5.59,7.12,6.98,8.4,10.04,11.57,4.69,6.94,-0.14,22.74,7,99.24
"1836",12.88,7.04,5.69,6,7.5,8.8,12.84,6.03,8.58,-2.25,22.05,7,87.5
"1837",10.65,7.19,5.04,5.31,7.61,10.33,10.29,6.59,8.77,-0.92,27.46,2,96.66
"1838",11.73,6.06,5.2,7.35,5.17,7.2,12.26,5.52,6.01,-3.69,22.6,7,87.84
"1839",9.32,8.35,2.87,3.67,5.61,8.53,8.59,7.95,9.01,-2.17,21.49,6,97.21
"1840",8.92,8.64,3.92,7.15,9.8,8.88,9.19,7.68,9.4,1.12,25.65,2,123.2
"1841",9.43,7.82,3.12,7.65,7.67,8.81,9.84,6.9,8.45,-0.05,22.35,5,115.94
"1842",8.14,8.06,3.58,5.01,12.22,8.33,8.64,6.99,7.8,3.87,24.56,2,121.46
"1843",10.35,5.75,6.51,3.28,12.1,8.49,9.68,5.07,6.56,1.99,37.71,5,100.42
"1844",10.5,6.98,6.5,4.96,4.51,7.4,10.18,6.64,6.97,-2.51,21.49,1,85.34
"1845",8,9.11,7.85,2.73,5.59,9.33,8.54,8.03,9.01,-0.88,30.93,3,94.54
"1846",9.89,5.81,6.92,5.96,9.54,7.77,9.86,5.21,6.59,0.72,12.13,7,97.4
"1847",10.8,7.21,4.69,5.14,5.94,9.92,11.1,6.48,9.28,-2.32,22.26,1,100.47
"1848",8.82,6.02,3.79,8.9,10.2,9.46,8.66,5.6,7.58,1.62,20.7,1,112.74
"1849",7.9,7.54,6.46,7.46,6.75,9.41,8.15,6.81,8.44,1.52,28.86,4,105.08
"1850",10.22,8.48,5.92,5.61,6.15,8.4,10.32,7.85,8.88,-1.69,19.4,2,103.3
"1851",7.28,6.46,4.48,5.86,4.6,12.16,7.62,5.68,9.34,-0.71,27.74,2,111.49
"1852",12.48,7.48,3.65,7.56,9.45,7.77,12.6,6.45,8.39,-1.21,22.83,6,91.71
"1853",9.75,5.49,4.44,5.69,7.68,9.57,9.88,5.2,7.65,0.72,21.56,3,104.22
"1854",7.97,6.41,4.24,5.27,8.32,9.09,7.74,5.8,7.7,1.76,24.89,7,109.96
"1855",9.09,7.66,4.18,4.58,11.13,8.78,9.07,6.71,7.82,2.47,19.96,1,115.34
"1856",11.48,7.69,6.69,6.95,4.76,9.32,12.14,6.66,8.34,-3.32,26.46,6,96.4
"1857",9.41,5.01,5.13,5.59,4.82,8.46,9.19,4.33,7.39,-1.91,35.98,6,92.33
"1858",9.81,6.94,4.56,3.7,10.59,8.28,9.74,5.83,7.22,1.3,25.77,5,105.35
"1859",11.21,6.25,4.64,5.05,7.53,9.22,10.85,5.85,8.82,-0.69,26.61,4,99.44
"1860",11.86,7.32,4.33,7.06,6.07,9.14,11.92,5.99,8.24,-2.28,24.71,6,93.95
"1861",9.18,5.52,4.69,4.95,7.18,9.09,9.19,4.9,6.39,0.12,28.6,3,107.09
"1862",11.03,6.15,8.73,3.23,8.35,8.31,11.45,5.55,6.91,-1.08,16.12,5,81.94
"1863",9.92,7.26,7.39,4.96,7.69,6.89,10.09,6.55,7.23,0.06,33.3,1,90.59
"1864",10.45,6.4,1.4,5.45,9.24,8.66,10.45,6.08,7.56,0.68,30.88,2,100.5
"1865",10.62,5.59,2.37,6.01,5.41,8.41,11.17,5.04,7.11,-1.58,22.26,2,83.4
"1866",10.97,6.73,4.09,6.01,5.73,10.78,10.98,6.06,8.62,-3.38,22.91,3,107.94
"1867",10.42,7.89,4.97,8.94,8.47,10.47,10.32,7.94,8.87,-0.32,18.48,4,115.63
"1868",9.23,6.6,4.12,6.72,9.38,10.8,9.13,5.9,8.61,0.66,18.23,3,116.3
"1869",10.67,7.69,8.6,4.15,11.71,7.51,10.07,6.4,7.37,1.95,29.17,3,102.85
"1870",10.38,6.91,3.31,10.39,7.55,9.7,10.79,6.65,8.94,-0.29,23.39,5,112.23
"1871",10.81,7.24,2.03,8.41,6.44,7.58,10.68,6.07,7.23,-1.4,23.91,4,109.85
"1872",9.4,8.28,4.12,8.33,9.01,9.49,9.76,6.77,8.82,-0.18,13.66,6,119.62
"1873",10.59,7.72,2.73,6.61,8.11,10.48,10.37,7.54,8.84,0.42,26.19,6,110.7
"1874",9.38,6.82,8.21,4.68,9.73,8.18,9.71,6.15,7.84,1.46,20,7,102.52
"1875",10.43,6.03,6.34,6.29,7.09,6.84,10.73,5.38,6.63,-0.82,21.66,3,80.06
"1876",8.29,7.59,6.03,8.97,8.5,8.87,8.4,6.85,8.56,0.64,21.6,1,111.09
"1877",13.79,7.57,7.03,6.7,8.37,8.65,13.48,6.69,9.06,-2.01,22.91,5,99.19
"1878",10.3,7.44,4.4,7.86,6.2,8.57,10.17,6.52,8.52,-0.98,25.03,3,96.71
"1879",9.79,6.26,1.1,7.4,10.15,10.33,9.72,5.14,8.78,1.27,22.1,5,113.77
"1880",7.5,7.52,3.54,7.53,7.37,9.22,7.98,6.93,8.36,0.75,22.66,4,117.82
"1881",9.83,7.94,0.61,5.58,9.63,10.51,9.28,6.7,8.98,0.8,33.77,1,121.18
"1882",10.43,6.34,8.94,5.64,11.93,7.37,10.88,5.8,5.69,1.64,27.22,6,103.77
"1883",10.56,8.37,7.48,5.1,4.67,6.36,10.45,7.36,8.01,-2.08,23.63,4,80.63
"1884",9.83,7.45,5.77,6.38,8.3,9.9,9.49,6.52,9.44,-0.32,27.49,6,106.09
"1885",9.75,6.49,8.56,4.88,5.14,8.06,9.68,5.61,7.39,-2.41,31.57,1,83.31
"1886",10.82,6.6,6.9,7.27,12.49,7.5,9.99,5.83,6.9,1.71,25.17,7,111.13
"1887",11.74,6.98,9.93,5.3,7.92,9.15,11.36,6.13,8.73,-0.99,29.92,3,87.79
"1888",8.72,7.82,2.48,7.86,9.49,9.75,8.89,6.8,8.92,0.5,26.51,1,129.96
"1889",9.59,7.44,1.83,6.68,10.43,8.42,9.88,6.41,7.64,1,19.09,7,121.37
"1890",8.01,8.52,3.73,6.93,9.39,10.18,8.51,7.29,9.82,2.27,29.37,6,119.75
"1891",9.04,7.54,3.52,7.13,10.61,11.02,8.92,6.65,9.31,1.32,23.55,5,122.52
"1892",7.67,5.65,0.24,6.31,7.04,10.33,7.87,5.15,7.88,0.25,34.45,1,110.57
"1893",8.67,6.05,10.02,7.87,8.31,8.63,8.04,5.25,6.77,-0.22,40.52,7,99.35
"1894",12.12,8.64,3.94,5.18,5.65,11.43,12.27,8.42,9.77,-2.47,33.62,4,111.73
"1895",11.78,7.51,2.55,8.1,9.31,8.42,12.46,6.99,7.47,-0.64,24.94,2,103.06
"1896",9,8.43,3.42,6.5,9.14,10.17,9.06,7.48,9.12,1.65,13.41,5,123.46
"1897",10.45,7.39,4.31,3.54,8.68,9.26,10.63,7.11,8.33,0.15,23.09,7,105.47
"1898",10.45,6.42,6.03,6.45,9.05,8.55,10.14,6.07,7.28,0.9,26.56,2,98.77
"1899",14.21,6.44,1.89,7.38,9.26,10.43,14.6,5.7,9.19,-1.21,30.85,6,114.08
"1900",7.49,6.81,1.22,3.12,6.83,8.92,7.8,5.87,7.92,0.45,27.35,4,109.56
"1901",9.41,5.83,8.62,4.39,10.56,8.08,8.91,4.97,6.65,2.53,29.39,5,97.56
"1902",10.49,8.01,8.93,6.91,7.24,8.41,10.52,6.98,8.26,-1.1,24.41,5,101.21
"1903",8.44,6.14,5.39,5.86,8.78,8.64,8.36,5.63,6.69,0.88,26.41,7,108.84
"1904",9.93,8.15,7.01,8.73,9.73,6.66,9.37,7.07,6.92,0.53,21.94,1,104.61
"1905",8.06,8.55,5.74,6.28,3.68,7.6,8.12,8.25,7.71,-1.95,21.1,5,99.91
"1906",9.63,7.65,4.79,2.87,5.8,9.13,10.2,6.78,8.19,-2.24,19.9,7,98.88
"1907",11.97,6.53,7.47,4.79,8.14,9.38,12.22,5.88,8.27,-0.74,19.39,3,98.54
"1908",9.99,4.25,6.44,8,8.03,10.66,9.8,3.73,7.93,-0.67,28.89,2,103.18
"1909",10.14,6.9,8.18,6.02,6.15,9.15,10.31,5.79,7.32,-2.03,21.01,7,92.62
"1910",9.82,7.53,5.92,6.98,11.72,9.54,9.97,6.41,8.66,1.22,16.43,6,123.13
"1911",8.1,7.96,3.65,7.11,9.53,10.16,8.33,7.09,9.05,1.91,21.49,2,118.51
"1912",5.39,8.31,4.13,6.6,3.88,8.33,5.63,7.25,8.52,0.06,21.63,5,107.8
"1913",10.68,8.35,7.17,5.28,7.64,8.69,10.84,7.09,8.34,-1.34,21.03,7,98.36
"1914",8.09,8.22,4.59,3.66,7.48,8.62,8.12,7.16,8.21,-0.06,31.17,6,105.54
"1915",4.69,7.31,3.83,5.86,5.77,8.67,4.18,7.16,7.29,0.78,22,2,106.31
"1916",9.62,8.24,6.33,7.98,6.36,10.26,9.95,6.95,9.37,-0.44,28.13,6,102.54
"1917",7.85,6.17,5.99,5.73,9.13,8.47,7.37,5.71,7.31,1.15,25.67,5,101.31
"1918",10.03,7.1,5.91,6.75,8.35,9.95,10.53,6.59,9.16,0.74,33.27,7,109.23
"1919",9.31,7.43,2.65,8.18,7.92,9.77,9.07,6.58,8.92,0.06,17.25,4,117.12
"1920",10.21,7.55,4.39,3.73,8.93,8.65,10.49,7.47,8.63,-0.16,22.81,7,104.28
"1921",11.98,6.8,4.55,4.89,9.37,7.57,11.78,6.03,6.52,-0.52,26.6,6,93.8
"1922",7.99,7.91,2.86,5.97,5.7,9.5,7.78,7.72,8.97,-0.41,23.57,1,110.53
"1923",11.37,7.2,4.53,6.75,6.61,9.39,10.96,7.09,7.34,-1.29,25.61,5,96.44
"1924",9.73,6.37,-0.09,6.68,8,10.86,10.37,6.36,8.14,-0.66,21.44,4,124.13
"1925",8.74,8.82,6.19,5.64,5.86,7.74,8.57,7.82,8.89,-0.75,18.4,2,97.48
"1926",8.68,6.61,4.71,4.58,10.58,8.83,8.23,6.37,7.81,2.17,21.55,2,106.01
"1927",8.95,6.76,2.77,6.1,6.3,7.29,9.08,6.29,7.26,-1.53,34.72,2,106.82
"1928",8.75,7.82,7.34,7.35,6.38,9.22,8.42,6.7,8.38,-0.35,18.21,1,104.55
"1929",7.37,6.82,4.56,5.72,6.89,8.1,6.97,6.5,6.8,0.29,19.56,5,103.43
"1930",8.83,6.34,5.38,6.53,8.49,9.27,9.3,5.83,8.07,0.82,29.92,1,110.12
"1931",10.94,9.14,7.61,6.73,9.2,8.91,10.81,8.51,9.52,0.38,15.62,3,118.15
"1932",9.32,7.77,6.75,5,4.39,8.07,9.47,7.19,8.1,-2.32,43.28,4,77.58
"1933",8.48,6.22,1.97,6.21,13.16,9.16,7.8,4.92,7.85,4.47,28.92,1,120.84
"1934",10.9,6.51,4.44,6.05,11.52,8.66,10.88,5.95,7.61,1.11,28.95,5,109.07
"1935",8.19,7.3,6.49,3.13,5.49,9.13,8.48,6.27,8.36,-1.55,28.01,7,100.1
"1936",8.58,7.38,4.57,6.79,10.83,9.62,8.37,7,8.74,3.22,24.39,6,120.47
"1937",10.49,6.38,9.11,5.04,6.8,9.64,10.38,6.14,7.68,-1.49,25.67,1,93.28
"1938",8.96,7.3,1.33,3.97,7.28,9.5,8.88,6.48,8.72,0.62,26.67,2,111.08
"1939",10.17,5.34,3.97,6.61,8.26,11.23,10.24,4.56,8.34,-0.28,19.23,3,117.45
"1940",7.73,6.69,0.5,5.34,7.02,9.69,7.74,6.63,7.62,0.4,27.91,5,115.77
"1941",8.73,6.11,9.41,5.89,8.31,9.56,9,6.19,7.05,0.25,31.45,5,91.6
"1942",11.96,6.54,1.86,6.8,6.95,9.45,12.19,5.64,7.98,-2.02,22.36,4,102.05
"1943",9.73,7.48,4.83,10.14,9.27,7.85,9.33,7.1,7.41,1.3,28.95,3,114.47
"1944",11.65,8.57,3.92,5.84,9.3,8.85,11.3,7.46,8.27,-0.73,24.07,6,106.89
"1945",7.92,7.36,5.47,4.52,7.61,7.37,7.93,7.19,6.98,0.58,18.02,2,95.13
"1946",8.07,7.46,3.29,6.96,9.92,9.22,7.81,7.43,8.67,2.36,26.17,1,120.04
"1947",9.85,6.35,3.35,8.35,11.29,8.69,9.61,5.52,6.95,1.95,29.53,6,116.31
"1948",11.75,7.75,0.61,7.27,7.98,7.85,12.32,6.91,7.6,-0.52,21.81,7,112.43
"1949",8.26,7.59,4.76,4.75,4.15,8.75,8.57,6.87,8.27,-0.98,23.95,5,95.51
"1950",8.88,7.81,6.41,4.49,4.72,9.86,9.12,7.07,9.6,-1.07,22.74,2,96.85
"1951",11.64,5.66,7.39,5.89,7.57,8.62,11.46,4.85,7.33,-1.49,23.62,5,87.37
"1952",10.99,6.74,5.03,3.23,6.56,9.86,11.13,5.88,8.21,-1.93,28.23,1,90.4
"1953",9.59,6.51,7.38,9.28,7.2,8.3,9.65,6.5,7.68,-0.82,29.64,1,102.98
"1954",9.76,5.24,5.49,4.75,8.06,8.27,9.94,4.61,7.38,0.92,19.61,4,96.99
"1955",11.46,6.97,8.3,6.33,5.85,7.63,11.38,6.06,7.64,-2.05,18.08,3,89.45
"1956",13.65,6.22,5.84,4.62,9.31,10.13,14.02,5.27,7.97,-1.07,20.67,3,93.32
"1957",10.18,6.13,6.88,3.65,7.14,6.95,10.44,5.41,7.03,-0.12,24.65,1,81.62
"1958",11.04,6.6,6.74,6.44,9.16,8.74,11.12,6.05,7.3,0.01,30.36,4,103.12
"1959",10.28,7.07,2,6.81,7.16,9.25,10.06,6.26,8.83,-1.52,24.64,2,108.9
"1960",10.99,5.77,3.8,3.78,7.47,9.79,10.05,5.26,8.51,-1.2,30.07,3,100.35
"1961",11.16,7.53,6.69,7.27,2.99,9.94,11.38,6.66,8.39,-4.2,15.31,5,86.4
"1962",10.23,6.89,6.38,6.12,8.79,10.14,11.24,6.46,8.75,0.2,27.27,2,104.84
"1963",10.76,8.61,6.83,6.76,5.93,8.7,10.96,7.22,8,-2.71,19.38,2,96.13
"1964",11.04,7.15,5.94,4.87,9.31,8.62,11.31,6.42,7.43,0.59,15.97,1,96.27
"1965",12.7,5.05,4.15,7.42,9.51,6.88,13.14,4.06,6.22,-1.23,29.52,6,87.41
"1966",12.29,7.17,8.25,6.65,8.2,8.37,11.66,6.74,7.43,-1.85,23.97,3,99
"1967",6.66,6.57,10.68,3.67,6.65,9.98,6,5.91,8.59,0.48,21.26,1,96.21
"1968",8.81,5.2,6.62,7.64,6.27,7.46,7.93,4.88,7.04,-0.27,26.59,7,92.84
"1969",15.06,7.89,2.48,3.51,9.32,8.83,15.05,7.23,8.44,-2.71,24.88,6,103.05
"1970",11.67,6.59,7.76,3.33,6.83,9.13,12.2,5.64,7.34,-2.42,27.6,4,90.65
"1971",6.29,5.39,8.77,4.56,7.52,9.97,6.84,4.62,7.3,1.67,24.66,4,98.51
"1972",10.63,7.34,6.49,6.69,9.72,8.69,9.72,6.96,7.62,0.97,29.58,7,112.41
"1973",9.56,7.5,8.53,6.38,8.85,9.9,9.56,6.53,9.38,-0.37,26.03,6,102.27
"1974",12.83,6.57,7.42,5.83,7.9,8.65,12.72,5.48,6.88,-1.58,22.08,1,88.39
"1975",8.83,8.04,4.22,7.27,6.82,8.95,8.6,6.92,9.18,0.39,31.69,7,105.63
"1976",9.19,6.62,5.55,4.07,4.94,8.52,9.24,6.08,8.42,-2.19,15.18,3,93.61
"1977",13.13,6.59,6.56,5.17,9.52,9.83,13.46,5.84,7.99,-0.31,29.73,7,100.82
"1978",8.68,7.47,2.79,3.63,6.88,9.7,8.88,6.99,7.88,0.17,24.87,7,104.77
"1979",8.92,7.54,1.38,7.28,8.07,9.2,9.66,6.78,8.11,0.15,20.78,2,129.39
"1980",7.8,9.32,4.34,5.76,6.36,8.8,7.51,8.43,8.59,-0.15,28.53,4,109.74
"1981",8.15,6.39,4.21,4.96,6.84,7.95,7.96,5.87,7.89,0.16,25.17,2,95.96
"1982",7.37,7.21,4.2,5.33,8.62,9.02,7.23,7.03,9.24,0.67,27.22,4,112
"1983",10.89,7.52,5.69,7.04,7.79,9.34,11.35,7.05,8.02,-1.22,22.68,3,105.75
"1984",9.04,5.77,5.83,4.99,7.65,8.59,9.2,5,7.08,0.3,14.21,6,100.58
"1985",12.07,5.08,4.25,6.72,10.53,9.27,12.39,4.66,7.19,0.86,22.56,6,104.14
"1986",9.18,6.49,6.15,5.03,10.28,9.51,9.45,6.26,8.45,1.76,24.03,6,104.79
"1987",10.08,9.38,5.52,7.75,6.72,9.51,10.64,8.23,9.27,-1.6,26.14,7,114.69
"1988",8.54,6.47,4.84,4.52,9.6,9.43,7.73,6.25,8.3,0.54,24.8,4,110.39
"1989",10.92,7.1,7.1,6.75,8.49,10.15,11.35,6.44,8.49,-0.76,32.5,4,104.36
"1990",13.16,7.99,8.61,7.85,8.31,9.08,13.06,7.62,8.45,-1.67,20.9,7,104.78
"1991",10.55,7.15,3.29,4.11,10.49,9.96,11.16,6.6,8.78,1.62,19.37,7,109.74
"1992",11.59,7.88,2.55,6.95,5.4,10.92,11.63,6.72,8.1,-3.63,18.21,3,108.63
"1993",9.91,6.35,6.93,3.7,12.2,10.27,10.25,6.04,7.52,2.65,26.35,1,109.12
"1994",10,7.54,4.05,5.82,10.21,10.05,10.68,7.1,9.15,0.72,19.05,1,118.22
"1995",8.39,5.77,5.22,4.95,6.63,9.89,7.89,5,8.01,-0.26,23.37,4,103.95
"1996",8.09,7.87,4.78,5.51,8.25,8.38,8.01,6.95,9.01,0.21,32.81,5,105.37
"1997",6.82,6.1,7.83,6.8,8.99,8.42,6.01,5.5,6.4,1.59,30.62,5,104.21
"1998",8.16,7.56,2.88,6.74,6.53,9.17,8.55,7.26,8.84,-1.85,21.7,1,118.76
"1999",11.24,7.64,8.05,5.95,7.53,11.33,11.56,6.92,9.28,-1.92,13.15,6,98.32
"2000",11.04,6.53,8.69,3.5,4.52,9.47,11.03,5.49,7.5,-3.61,31.35,2,78.01
