fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,indice_alcohol_acidez,balance_azucar_acidez,indice_mineralidad,potencial_alcoholico,relacion_SO2,alcohol_2,density_2,sugar_2,acidez_2,alcohol_sulphates,density_sugar,acidez_pH,alcohol_acidez_volatil,quality
5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.9903,3.4,0.41,11.4,1.9322,4.7619,0.453,11.2898,0.4455,129.96,0.9808,1.0,34.81,4.674,0.9903,20.06,2.28,6
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.9954,3.12,0.5,9.5,1.4844,32.8,0.554,9.4561,0.2568,90.25,0.9908,67.24,40.96,4.75,8.1621,19.968,2.28,5
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.9963,3.11,0.52,9.2,1.2432,21.2821,0.572,9.1657,0.2604,84.64,0.9926,68.89,54.76,4.784,8.269,23.014,3.496,5
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.9954,3.12,0.5,9.5,1.4844,32.8,0.554,9.4561,0.2568,90.25,0.9908,67.24,40.96,4.75,8.1621,19.968,2.28,5
6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.9943,3.23,0.53,10.98,1.7156,21.6279,0.573,10.9177,0.1918,120.5604,0.9887,86.49,40.96,5.8194,9.2473,20.672,4.6116,5
6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,1.4688,33.75,0.544,9.3568,0.2582,88.36,0.9908,65.61,40.96,4.606,8.0627,19.968,2.162,5
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.9954,3.12,0.5,9.5,1.4844,32.8,0.554,9.4561,0.2568,90.25,0.9908,67.24,40.96,4.75,8.1621,19.968,2.28,5
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.9963,3.11,0.52,9.2,1.2432,21.2821,0.572,9.1657,0.2604,84.64,0.9926,68.89,54.76,4.784,8.269,23.014,3.496,5
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.9923,3.23,0.64,10.4,1.5294,8.0,0.684,10.3201,0.1546,108.16,0.9847,4.0,46.24,6.656,1.9846,21.964,2.496,8
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.9981,2.94,0.41,8.8,1.2055,69.5,0.467,8.783,0.2885,77.44,0.9961,193.21,53.29,3.608,13.8732,21.462,1.672,8
7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.9979,3.04,0.62,10.0333,1.3559,56.0714,0.674,10.0121,0.2571,100.6678,0.9958,246.49,54.76,6.2207,15.6667,22.496,2.709,6
5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.9911,3.44,0.69,11.3,1.9825,4.1379,0.742,11.1992,0.2746,127.69,0.9822,1.44,32.49,7.797,1.1893,19.608,3.164,6
5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.9923,3.37,0.58,10.4,1.7931,6.5217,0.604,10.3203,0.1909,108.16,0.9847,2.25,33.64,6.032,1.4885,19.546,2.288,6
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.9929,2.96,0.43,9.2,1.3731,4.2857,0.606,9.1345,0.3364,84.64,0.9858,1.44,44.89,3.956,1.1915,19.832,2.484,6
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.992,3.11,0.54,11.1,1.5634,15.2381,0.574,11.0106,0.1944,123.21,0.984,10.24,50.41,5.994,3.1742,22.081,2.22,6
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.9929,2.96,0.43,9.2,1.3731,4.2857,0.606,9.1345,0.3364,84.64,0.9858,1.44,44.89,3.956,1.1915,19.832,2.484,6
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.9912,3.03,0.56,11.3,1.5915,10.8333,0.594,11.2007,0.4161,127.69,0.9825,6.76,50.41,6.328,2.5771,21.513,2.599,7
7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.9984,2.98,0.47,9.1,1.1974,41.25,0.512,9.0853,0.4094,82.81,0.9968,174.24,57.76,4.277,13.1787,22.648,2.821,6
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.9974,2.96,0.57,9.4,1.3056,29.7143,0.678,9.3754,0.2287,88.36,0.9948,108.16,51.84,5.358,10.3728,21.312,3.196,5
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.9896,2.82,0.59,13.2,1.8857,15.4054,0.605,13.0631,0.1892,174.24,0.9794,32.49,49.0,7.788,5.6409,19.74,4.752,6
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.9895,3.22,0.38,12.7,1.9844,7.8125,0.419,12.5661,0.2464,161.29,0.979,6.25,40.96,4.826,2.4736,20.608,3.937,6
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.9918,3.18,0.47,10.7,1.4658,5.5172,0.524,10.612,0.2081,114.49,0.9836,2.56,53.29,5.029,1.5868,23.214,2.996,5
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.9914,3.11,0.42,11.4333,1.545,8.2353,0.484,11.3345,0.2036,130.7211,0.9828,1.96,54.76,4.802,1.3879,23.014,1.8293,6
6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.9932,3.27,0.45,11.1,1.7344,23.125,0.499,11.0249,0.2824,123.21,0.9865,54.76,40.96,4.995,7.3499,20.928,3.441,6
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.9895,3.22,0.38,12.7,1.9844,7.8125,0.419,12.5661,0.2464,161.29,0.979,6.25,40.96,4.826,2.4736,20.608,3.937,6
6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.9931,3.25,0.51,10.5333,1.6989,18.6667,0.556,10.461,0.1955,110.9511,0.9863,31.36,38.44,5.372,5.5615,20.15,3.0547,5
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,1.9661,12.4138,0.56,11.4979,0.2564,134.56,0.9825,12.96,34.81,6.032,3.5683,19.529,3.248,6
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.995,3.18,0.48,9.5333,1.4667,31.25,0.53,9.486,0.2444,90.8844,0.9901,56.25,42.25,4.576,7.4628,20.67,2.1927,5
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.9946,3.17,0.44,9.8,1.3611,16.5714,0.502,9.7472,0.2549,96.04,0.9892,33.64,51.84,4.312,5.7687,22.824,3.332,6
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.9918,3.18,0.47,10.7,1.4658,5.5172,0.524,10.612,0.2081,114.49,0.9836,2.56,53.29,5.029,1.5868,23.214,2.996,5
6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.9901,3.22,0.65,12.0,1.8462,7.1429,0.689,11.881,0.3243,144.0,0.9803,2.25,42.25,7.8,1.4851,20.93,2.4,6
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.9896,3.12,0.37,12.8,2.0645,11.6,0.409,12.6668,0.2419,163.84,0.9793,8.41,38.44,4.736,2.8698,19.344,3.072,6
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.9966,3.14,0.4,9.5,1.338,35.0,0.448,9.468,0.2336,90.25,0.9933,125.44,50.41,3.8,11.1623,22.294,2.945,5
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.9933,2.99,0.34,10.9333,1.7083,32.1667,0.381,10.8605,0.3,119.5378,0.9867,93.1225,40.96,3.7173,9.5857,19.136,3.1707,6
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.9956,2.86,0.41,9.1,1.4444,50.5,0.473,9.0601,0.4701,82.81,0.9912,102.01,39.69,3.731,10.0557,18.018,1.729,5
5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.9896,3.26,0.42,12.6,2.1356,10.6667,0.455,12.4688,0.1356,158.76,0.9793,10.24,34.81,5.292,3.1667,19.234,3.654,6
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.9966,3.14,0.4,9.5,1.338,35.0,0.448,9.468,0.2336,90.25,0.9933,125.44,50.41,3.8,11.1623,22.294,2.945,5
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.9942,2.98,0.3,10.9,1.6769,36.9355,0.341,10.8366,0.2636,118.81,0.9884,131.1025,42.25,3.27,11.3834,19.37,3.27,6
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.9933,2.99,0.34,10.9333,1.7083,32.1667,0.381,10.8605,0.3,119.5378,0.9867,93.1225,40.96,3.7173,9.5857,19.136,3.1707,6
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,1.4769,19.5652,0.536,9.5395,0.1379,92.16,0.9874,20.25,42.25,4.224,4.4716,19.63,2.112,5
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.9937,3.18,0.56,9.3,1.3286,11.25,0.613,9.2416,0.172,86.49,0.9875,7.29,49.0,5.208,2.683,22.26,2.139,5
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.9916,3.05,0.37,11.3667,1.6009,14.5833,0.408,11.2708,0.2035,129.2011,0.9832,12.25,50.41,4.2057,3.4705,21.655,2.6143,6
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.9892,3.14,0.44,12.5,2.0492,6.2963,0.483,12.3647,0.2424,156.25,0.9785,2.89,37.21,5.5,1.6816,19.154,3.25,6
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,1.4844,5.8333,0.551,9.4354,0.2674,90.25,0.9864,4.41,40.96,4.75,2.0857,20.224,3.325,5
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.9924,3.22,0.54,11.0,1.8333,14.5455,0.581,10.9158,0.2139,121.0,0.9848,23.04,36.0,5.94,4.7633,19.32,3.52,6
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.9937,3.02,0.53,9.4,1.541,14.2857,0.572,9.3411,0.1269,88.36,0.9875,25.0,37.21,4.982,4.9686,18.422,3.196,5
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333,1.7436,18.5714,0.795,11.2359,0.4156,128.4444,0.9829,6.76,42.25,8.6133,2.5776,20.865,1.4733,6
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.9949,2.94,0.51,8.8,1.3538,20.3077,0.551,8.7555,0.0709,77.44,0.9899,43.56,42.25,4.488,6.5666,19.11,2.772,5
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.9937,3.02,0.53,9.4,1.541,14.2857,0.572,9.3411,0.1269,88.36,0.9875,25.0,37.21,4.982,4.9686,18.422,3.196,5
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.9933,3.31,0.5,11.0667,1.9415,22.8125,0.55,10.9927,0.2292,122.4711,0.9867,53.29,32.49,5.5333,7.2512,18.867,3.4307,6
6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.992,3.22,0.49,12.2,1.9062,16.129,0.548,12.1022,0.1776,148.84,0.984,25.0,40.96,5.978,4.9599,20.608,3.66,6
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.9914,3.2,0.53,11.0,1.5714,6.8,0.571,10.9056,0.2793,121.0,0.9829,2.89,49.0,5.83,1.6854,22.4,2.64,6
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333,1.7436,18.5714,0.795,11.2359,0.4156,128.4444,0.9829,6.76,42.25,8.6133,2.5776,20.865,1.4733,6
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.9954,3.23,0.48,9.5,1.4844,30.3704,0.53,9.4565,0.2787,90.25,0.9909,67.24,40.96,4.56,8.1624,20.672,2.47,5
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.9954,3.23,0.48,9.5,1.4844,30.3704,0.53,9.4565,0.2787,90.25,0.9909,67.24,40.96,4.56,8.1624,20.672,2.47,5
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,1.8333,17.8571,0.563,10.9164,0.3158,121.0,0.9849,25.0,36.0,5.72,4.962,19.68,2.97,6
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.9911,3.11,0.75,11.2,1.5775,5.4545,0.789,11.1005,0.3469,125.44,0.9823,1.44,50.41,8.4,1.1893,22.081,2.352,6
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.9953,3.08,0.36,9.3,1.3881,26.2963,0.396,9.2567,0.2772,86.49,0.9907,50.41,44.89,3.348,7.0669,20.636,2.418,6
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.9934,3.05,0.31,10.8,1.7143,32.7586,0.35,10.7285,0.2679,116.64,0.9868,90.25,39.69,3.348,9.4371,19.215,3.024,4
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.998,3.14,0.51,9.2,1.4839,60.7692,0.567,9.182,0.2321,84.64,0.9961,249.64,38.44,4.692,15.769,19.468,2.3,5
7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.999,3.25,0.77,9.4,1.2877,67.3913,0.818,9.3905,0.3431,88.36,0.998,240.25,53.29,7.238,15.4843,23.725,2.068,5
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.998,3.14,0.51,9.2,1.4839,60.7692,0.567,9.182,0.2321,84.64,0.9961,249.64,38.44,4.692,15.769,19.468,2.3,5
6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.9972,3.25,0.35,10.5,1.6406,89.7368,0.397,10.471,0.3786,110.25,0.9945,290.7025,40.96,3.675,17.0029,20.8,1.89,6
6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.9953,3.26,0.35,10.8,1.7143,60.4762,0.396,10.7488,0.4167,116.64,0.9905,161.29,39.69,3.78,12.6398,20.538,2.16,6
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.9968,3.1,0.67,9.4,1.4242,49.2,0.721,9.3695,0.2381,88.36,0.9935,151.29,43.56,6.298,12.2601,20.46,2.256,5
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.997,3.11,0.6,9.8,1.3243,42.1429,0.653,9.7705,0.3161,96.04,0.994,139.24,54.76,5.88,11.7645,23.014,2.646,5
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.997,3.11,0.6,9.8,1.3243,42.1429,0.653,9.7705,0.3161,96.04,0.994,139.24,54.76,5.88,11.7645,23.014,2.646,5
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.997,3.11,0.6,9.8,1.3243,42.1429,0.653,9.7705,0.3161,96.04,0.994,139.24,54.76,5.88,11.7645,23.014,2.646,5
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.9968,3.1,0.67,9.4,1.4242,49.2,0.721,9.3695,0.2381,88.36,0.9935,151.29,43.56,6.298,12.2601,20.46,2.256,5
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.997,3.11,0.6,9.8,1.3243,42.1429,0.653,9.7705,0.3161,96.04,0.994,139.24,54.76,5.88,11.7645,23.014,2.646,5
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.9946,3.02,0.96,12.1,1.7042,34.8718,1.001,12.0348,0.2174,146.41,0.9892,184.96,50.41,11.616,13.5267,21.442,4.598,6
6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.9912,3.17,0.41,12.3,1.8088,11.8182,0.453,12.1913,0.226,151.29,0.9824,27.04,46.24,5.043,5.154,21.556,5.289,6
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.9936,3.19,0.42,9.7333,1.8718,26.9565,0.486,9.6712,0.2181,94.7378,0.9873,38.44,27.04,4.088,6.1604,16.588,2.1413,5
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.9951,3.21,0.36,9.4,1.5932,26.3333,0.404,9.3541,0.2424,88.36,0.9903,62.41,34.81,3.384,7.8614,18.939,2.726,5
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.9951,3.21,0.36,9.4,1.5932,26.3333,0.404,9.3541,0.2424,88.36,0.9903,62.41,34.81,3.384,7.8614,18.939,2.726,5
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,2.0317,11.0,0.397,12.6656,0.227,163.84,0.9791,10.89,39.69,4.608,3.2654,19.971,3.712,7
6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.9904,2.92,0.47,11.05,1.754,14.0,0.516,10.9443,0.2222,122.1025,0.981,7.84,39.69,5.1935,2.7732,18.396,2.0995,6
5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.9951,3.21,0.36,9.4,1.6491,26.3333,0.404,9.3541,0.2424,88.36,0.9903,62.41,32.49,3.384,7.8614,18.297,2.726,5
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,2.0317,11.0,0.397,12.6656,0.227,163.84,0.9791,10.89,39.69,4.608,3.2654,19.971,3.712,7
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.9939,3.11,0.46,9.7333,1.7076,25.2,0.529,9.6741,0.1913,94.7378,0.9879,39.69,32.49,4.4773,6.2616,17.727,2.336,5
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.9896,3.23,0.58,13.1,2.2586,15.8065,0.619,12.9642,0.2529,171.61,0.9794,24.01,33.64,7.598,4.8492,18.734,3.93,7
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.9934,3.04,0.52,11.5,1.6197,37.1429,0.561,11.4235,0.2261,132.25,0.9867,108.16,50.41,5.98,10.3308,21.584,3.105,7
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.9896,3.23,0.58,13.1,2.2586,15.8065,0.619,12.9642,0.2529,171.61,0.9794,24.01,33.64,7.598,4.8492,18.734,3.93,7
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.9934,3.04,0.52,11.5,1.6197,37.1429,0.561,11.4235,0.2261,132.25,0.9867,108.16,50.41,5.98,10.3308,21.584,3.105,7
6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.9982,3.08,0.5,9.1,1.4444,50.7937,0.561,9.084,0.1831,82.81,0.9965,256.0,39.69,4.55,15.9718,19.404,2.7755,5
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.9939,3.11,0.46,9.75,1.7105,25.2,0.529,9.6906,0.1913,95.0625,0.9879,39.69,32.49,4.485,6.2616,17.727,2.34,5
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,1.6935,9.5652,0.52,10.4128,0.1905,110.25,0.9835,4.84,38.44,5.04,2.1817,19.778,2.31,6
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9991,3.08,0.46,8.8,1.3333,75.2174,0.507,8.7917,0.3109,77.44,0.9981,299.29,43.56,4.048,17.2837,20.328,1.936,6
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9991,3.08,0.46,8.8,1.3333,75.2174,0.507,8.7917,0.3109,77.44,0.9981,299.29,43.56,4.048,17.2837,20.328,1.936,6
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9991,3.08,0.46,8.8,1.3333,75.2174,0.507,8.7917,0.3109,77.44,0.9981,299.29,43.56,4.048,17.2837,20.328,1.936,6
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9991,3.08,0.46,8.8,1.3333,75.2174,0.507,8.7917,0.3109,77.44,0.9981,299.29,43.56,4.048,17.2837,20.328,1.936,6
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,1.6935,9.5652,0.52,10.4128,0.1905,110.25,0.9835,4.84,38.44,5.04,2.1817,19.778,2.31,6
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,1.6935,9.5652,0.52,10.4128,0.1905,110.25,0.9835,4.84,38.44,5.04,2.1817,19.778,2.31,6
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9991,3.08,0.46,8.8,1.3333,75.2174,0.507,8.7917,0.3109,77.44,0.9981,299.29,43.56,4.048,17.2837,20.328,1.936,6
6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.9942,3.22,0.49,9.9,1.623,28.6957,0.535,9.8421,0.2439,98.01,0.9883,43.56,37.21,4.851,6.5614,19.642,2.178,6
6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.9942,3.22,0.49,9.9,1.5968,29.5455,0.537,9.8424,0.2258,98.01,0.9884,42.25,38.44,4.851,6.4622,19.964,2.079,6
6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.9961,3.11,0.58,9.9,1.5714,37.2727,0.624,9.8615,0.1165,98.01,0.9922,151.29,39.69,5.742,12.2522,19.593,3.168,5
6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.9912,3.2,0.42,12.2,1.7681,11.1111,0.458,12.0931,0.1976,148.84,0.9826,25.0,47.61,5.124,4.9562,22.08,5.368,6
6.1,0.31,0.34,2.8,0.042,59.5,162.0,0.9918,3.27,0.47,10.8,1.7705,8.75,0.512,10.7113,0.365,116.64,0.9836,7.84,37.21,5.076,2.777,19.947,3.348,6
8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.9989,2.96,0.39,8.7,1.0741,36.7568,0.441,8.6901,0.4444,75.69,0.9977,184.96,65.61,3.393,13.5845,23.976,3.132,5
6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.9892,3.21,0.47,13.2,2.0,7.1795,0.513,13.058,0.25,174.24,0.9786,7.84,43.56,6.204,2.7699,21.186,5.016,6
6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.9904,3.15,0.38,12.7,1.8955,21.6,0.41,12.5787,0.1579,161.29,0.981,29.16,44.89,4.826,5.3484,21.105,3.048,6
6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,1.3623,19.1228,0.5,9.3709,0.2835,88.36,0.9938,118.81,47.61,4.136,10.8662,22.149,5.264,5
7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.992,3.25,0.53,11.2,1.5556,6.8,0.575,11.11,0.1111,125.44,0.984,2.89,51.84,5.936,1.6863,23.4,2.688,6
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.9934,3.24,0.56,11.3333,1.7436,30.5,0.611,11.2584,0.1497,128.4444,0.9868,83.7225,42.25,6.3467,9.0895,21.06,3.2867,6
6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.9922,3.36,0.58,11.9,1.7761,15.5172,0.631,11.8077,0.1505,141.61,0.9845,20.25,44.89,6.902,4.4651,22.512,3.332,6
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.9934,3.24,0.56,11.35,1.7462,30.5,0.611,11.275,0.1497,128.8225,0.9868,83.7225,42.25,6.356,9.0895,21.06,3.2915,6
6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.9918,3.22,0.39,10.5,1.7213,6.3636,0.436,10.4143,0.3864,110.25,0.9837,1.96,37.21,4.095,1.3886,19.642,2.205,5
7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.9943,3.09,0.49,9.8,1.3611,12.2917,0.538,9.7439,0.1111,96.04,0.9886,34.81,51.84,4.802,5.8663,22.248,4.606,5
6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.9983,3.06,0.54,9.1,1.3582,46.8571,0.591,9.0849,0.1361,82.81,0.9967,268.96,44.89,4.914,16.3728,20.502,3.094,5
6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.9892,3.16,0.37,12.4,1.8788,4.2857,0.403,12.2658,0.3214,153.76,0.9785,1.44,43.56,4.588,1.187,20.856,3.348,6
6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.9983,3.06,0.54,9.1,1.3582,46.8571,0.591,9.0849,0.1361,82.81,0.9967,268.96,44.89,4.914,16.3728,20.502,3.094,5
7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.9943,3.09,0.49,9.8,1.3611,12.2917,0.538,9.7439,0.1111,96.04,0.9886,34.81,51.84,4.802,5.8663,22.248,4.606,5
5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.9924,3.39,0.4,11.3,2.26,21.6667,0.431,11.2142,0.2051,127.69,0.9849,60.84,25.0,4.52,7.7408,16.95,3.955,6
5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.9924,3.39,0.4,11.3,2.26,21.6667,0.431,11.2142,0.2051,127.69,0.9849,60.84,25.0,4.52,7.7408,16.95,3.955,6
4.4,0.46,0.1,2.8,0.024,31.0,111.0,0.9882,3.48,0.34,13.1,2.9773,5.9574,0.364,12.9449,0.2768,171.61,0.9765,7.84,19.36,4.454,2.7668,15.312,6.026,6
6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.9892,3.04,0.37,12.5,1.8939,7.4359,0.405,12.3645,0.1471,156.25,0.9784,8.41,43.56,4.625,2.8686,20.064,4.75,6
7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.9933,3.18,0.54,10.3,1.411,8.0645,0.585,10.2309,0.2602,106.09,0.9866,6.25,53.29,5.562,2.4832,23.214,3.09,5
6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.9954,3.23,0.43,10.7,1.6719,44.1379,0.469,10.6502,0.3377,114.49,0.9907,163.84,40.96,4.601,12.7405,20.672,2.996,6
6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.9955,3.05,0.65,10.4,1.5072,40.6667,0.69,10.3534,0.2117,108.16,0.9911,148.84,47.61,6.76,12.1453,21.045,3.016,6
6.3,0.3,0.19,7.7,0.049,47.0,184.0,0.9951,3.22,0.48,9.5,1.5079,24.8387,0.529,9.4538,0.2541,90.25,0.9903,59.29,39.69,4.56,7.6626,20.286,2.85,5
6.3,0.39,0.22,2.8,0.048,53.0,173.0,0.993,3.24,0.45,9.8,1.5556,7.0,0.498,9.7318,0.3046,96.04,0.9861,7.84,39.69,4.41,2.7805,20.412,3.822,5
6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.9892,3.04,0.37,12.5,1.8939,7.4359,0.405,12.3645,0.1471,156.25,0.9784,8.41,43.56,4.625,2.8686,20.064,4.75,6
6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,1.4242,91.0526,0.481,9.385,0.1133,88.36,0.9968,299.29,43.56,4.042,17.2723,19.8,1.692,6
6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.9991,3.14,0.5,9.0,1.5,66.5517,0.551,8.992,0.2057,81.0,0.9982,372.49,36.0,4.5,19.2828,18.84,2.52,5
